Algoritmo,WINDIFF,WINDIFF',PK,PK',ACURACY,ACURACY',F1,F1',AVR_SEGS_COUNT,AVR_SEGS_COUNT'
Sentenças,0.640279,0.415188,0.490423,0.148505,0.505785,0.172049,0.637921,0.156237,30.500000,12.906717
