#Terms:1869
#Topics:70
cancelamento,0.0,0.0,6.613815258857257E-18,6.444704181430431E-7,4.519156671741665E-81,2.827651569202891E-82,1.8532679373153649E-280,1.5698800281008492E-9,8.118104643684599E-166,0.0,8.067852481377344E-156,0.0,0.0,1.4922012486037664E-66,5.630827184695879E-171,2.8552977035608255E-112,0.001447917081702371,0.0,0.0014556521074764312,0.0,0.0,0.0,2.4767979008958543E-255,0.0,0.0,0.0,0.0,1.3220922197612819E-74,0.0,0.0015517875748373218,3.266254200104875E-66,1.0869856926290809E-110,0.0,0.0,0.0,0.0,3.816800490246126E-133,0.0,0.003616975926834421,0.0,1.2582438029609073E-56,0.0,0.0,1.7833966805638847E-40,1.417721905060877E-35,0.0,0.0,1.623300804380716E-163,0.0,0.003441794672818492,0.0029922295675049123,0.0,0.0,2.3413163141223467E-4,1.6864405576152999E-233,1.1738031022974462E-66,0.0,0.0,0.00683170193059407,0.0,2.9804445529207067E-112,5.40372461464855E-88,0.0,5.083604864746748E-66,3.300552718952214E-178,3.218035501057413E-183,1.28510375103524E-71,3.5789983028299867E-121,2.122033015467581E-73,0.0,
governo,0.0,0.0,0.0,1.752858812081119E-119,0.0,1.9277552801090726E-123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.117905916619173E-183,0.0,0.0,0.0,0.0,0.0,0.0,6.0475017661710905E-83,0.0,0.0,0.0,2.6920565144010203E-71,5.692479697348054E-144,0.0012884219993445124,3.790166885600894E-217,0.0,3.1671399945864247E-170,0.0,8.706227907890252E-75,0.0,0.0,0.0,0.0,0.0014792465898745655,0.0,0.0,0.0,0.0,0.0,0.0,1.1545981132696938E-109,7.008718099812663E-92,0.0,0.0,9.917754978781566E-219,0.0,0.0,0.0,0.0,0.0,2.202896588925083E-193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.225591455424744E-200,0.0,0.0,3.139973171477217E-107,0.0,0.0,0.0,
pretende,2.052328713456267E-23,0.005504399653011508,0.0,7.170216923918149E-236,1.201725311401569E-190,9.683555815368402E-30,0.0,8.882290617190212E-86,2.7554569275403294E-125,0.0,0.0,0.0,0.0,0.0032010408205899697,5.612340525603031E-134,1.1953567913685051E-106,0.0,0.0,9.282224114043657E-85,0.0,0.004110465891237971,0.0014207749906944987,4.686383444289914E-27,0.0,7.895002870230513E-256,1.7948627042953038E-66,0.0,7.942773514926135E-235,0.0,2.4917024502740524E-111,9.44738311165442E-41,0.0,0.002421029986756171,1.5009094887310876E-81,7.33168688445221E-126,7.418053734065244E-22,0.0015814892730404517,1.879451753297312E-126,0.0,0.0,0.0018819800486085659,3.4663592903296173E-256,8.132540277722786E-54,1.2801907469104263E-133,0.0037867809002228242,1.2239783653039164E-199,5.167514552205097E-162,4.9326580484313484E-18,1.2211867310011926E-66,5.129415659289089E-118,0.0010538842638050706,2.492203053258663E-151,0.0,1.4085509727809984E-109,5.610763392278181E-187,1.2491165402763979E-192,0.0,0.0,0.0,4.32881666405053E-208,0.0,5.611335904139926E-92,0.0012810633337887825,6.47813824299513E-42,5.738920288385106E-4,1.2465193245182465E-20,1.3546535668828742E-4,0.0015209298574885733,4.697534572979133E-10,0.0,
confeccionado,0.0,2.5029356847847515E-136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43013202437181E-109,0.0,0.0,0.0,0.0,0.0,0.0,3.140531110983044E-130,0.0,6.1736532748423165E-77,0.0015535391434118764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016290108975063908,0.0,0.0,5.882018518392244E-60,0.0,0.0,7.401867455546708E-123,0.0,0.0,0.0,0.0,0.0,0.0,8.703712658949905E-197,0.0,0.0,6.340531445605197E-165,0.0,0.0,1.1518426503519355E-149,0.0,0.0,0.0,0.0,2.1955369124345018E-82,5.0956632924623815E-108,9.371101153812174E-96,0.0,0.0,0.0,0.0,
solicitação,0.0,0.003642738315608431,0.017214759333282557,2.6040444404816047E-36,3.747662119687712E-53,0.005999646380186077,1.876906E-318,1.93230578888046E-52,2.236664426816113E-141,1.3008212005851689E-81,2.57195424984675E-126,1.1510540281730893E-304,3.583838381864096E-71,1.284842787400152E-72,2.4575597981044734E-61,0.0018556976011083405,0.003304672048725141,0.0,0.0014557226202828425,3.297672378604302E-132,5.465885719910627E-19,0.0038129428399806924,1.2536401518329664E-75,5.795413822039868E-17,1.2262969276609514E-30,2.7428533262627477E-90,0.0023983817268730108,1.753927080432517E-44,0.0015951798919312237,7.069332153271955E-42,4.327283169146317E-22,4.345242662398427E-184,1.7334879329815978E-67,1.6233189288192082E-6,6.967582035865522E-118,0.007685867575374807,0.011806986803592564,2.3044578409369853E-83,0.0,0.004681773891876286,9.793344496207822E-41,1.5683461514673277E-111,2.257216314334861E-50,1.1923653407059872E-74,0.00270282795681116,2.3069760423174213E-89,1.4436812369944445E-96,6.029337504413279E-55,2.5629117504023556E-196,2.985994771515828E-185,0.0,6.02515743913653E-102,1.823392398335154E-27,5.513045965179915E-109,1.6093910410630012E-5,9.998957994355141E-193,6.93005199294105E-88,0.0,0.012468208047671557,0.0017156391403980497,2.2535585538507798E-94,0.007381233702226832,0.0012855579948302064,1.6541650997377905E-49,1.1102832913191028E-74,6.00975209050296E-31,8.256932089585934E-27,0.0,5.699728401149119E-90,1.548302895318927E-130,
avançados,7.830073800420369E-44,0.047551766339214645,0.0,1.7942540739247704E-125,0.0,5.861509443680362E-51,3.68734520700862E-215,2.9850168045423348E-146,0.0,0.0,1.5112962758030616E-227,0.0,0.00941523356219497,1.1448704226819638E-72,2.1976644321546937E-198,3.0641968058808695E-66,9.720859703017486E-153,0.0,0.0,4.838202959921361E-301,4.989015121160924E-71,8.737017597275946E-195,4.33301302208403E-138,2.1316343933656178E-13,2.72385E-318,4.016203575378259E-80,0.0,0.0,6.062160017173159E-136,0.0,8.511904173387991E-112,0.0,6.394961001715626E-102,4.1012207968546574E-50,0.0,0.0,0.0,0.0,0.0,2.040505690453089E-179,5.77733420965338E-121,0.0,1.0472570794892083E-189,1.0850857947030013E-79,2.0622466406127182E-150,0.0,0.0,1.8935608130742367E-129,0.0,0.0,1.1153715744819911E-13,0.0,1.7667244620179753E-125,1.5556998048468673E-109,8.511218567156703E-25,0.0,0.0,5.547637154572284E-231,1.2819947346445678E-180,0.0,6.657518359285819E-210,6.282578590105705E-121,0.0,5.525380408856089E-122,0.0,1.2484254797228555E-248,1.3749319913393087E-281,0.0,0.0,0.0,
téc,0.0,1.9501989416016354E-113,0.0,0.0,0.0,0.0,0.0,0.0,0.007693453053604497,0.0,0.0,0.0,0.0,2.2467625683166048E-23,0.0,0.0,0.0016098376510123768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.376929757311953E-36,0.0,0.0,9.3346693E-317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3794769898932661E-250,0.0,0.0,0.0,0.0,0.0,0.0,1.0274624140737085E-11,0.0,3.262152935994692E-167,0.0,0.0,0.0,0.0,0.0,0.0,2.600938171454922E-57,0.0,0.0,0.0,0.0,9.444433095357545E-103,0.0,0.0,0.0,0.0,1.6896440071496382E-172,0.0,0.0,2.7834417588729253E-208,0.0,0.0,0.0,
ccts,0.0,0.0,0.0,3.101595872748276E-45,0.0,1.554044927198002E-17,0.0,2.37073494607251E-309,0.0,0.0,4.148475056416149E-264,0.0,0.0,0.0,0.0,0.0032984755790170595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83106492935258E-232,2.2985539068866037E-68,0.0,0.0,2.6285132243068136E-47,0.0,0.0,0.0,0.0,0.0014686022264179467,0.0,7.73906039755075E-55,0.0,0.0,0.0,0.0,0.003091598641847869,0.0,8.594838978912374E-77,7.403743754796133E-186,0.0,0.0,4.3000988623262194E-14,0.0,1.3306351317684825E-61,0.0,5.032766454384485E-206,0.0,1.9056022607760563E-130,2.6225674008359503E-47,2.2684005692074567E-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73666103636552E-279,0.0,0.0,0.0,0.0,0.0,0.0,
obrigatória,0.0,9.275981494735519E-36,0.0,0.0,3.1811287781221496E-219,5.809068794538711E-27,0.0,0.0,0.0,0.0,8.281786016495106E-296,0.0,0.00956493060060978,2.1827174234308154E-76,4.705648134627655E-262,5.000527868235072E-72,0.0,0.0,0.0,1.9087999777128676E-95,1.2959698622298628E-216,1.0308067195105135E-176,1.9281693897396266E-51,0.0,0.0,2.0024761076705124E-50,0.0,0.0,1.4194953339547273E-98,0.0,0.001405515124984515,0.0,5.361873204357328E-196,0.0,0.0,0.0,0.0,0.0026305848873634467,0.0,4.890309499723301E-17,0.0,0.0,1.3555276011586695E-79,0.0,0.0,1.3840952914233484E-133,0.0,0.0,0.0,5.765106923935447E-218,0.0,8.256663835924535E-142,5.520381237942312E-8,0.0,0.003231580089383995,0.0,0.0,0.0,0.0,0.0013679735818526663,3.899204128914025E-180,3.999662849389672E-81,0.0013063583672997643,2.7495985365890664E-66,5.536712730057782E-78,0.0,7.646367779949483E-103,0.0,0.0,0.0,
competência,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.968961032665141E-297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.444807535455345E-175,3.580657401989984E-131,3.625468766059525E-96,0.0,0.0,0.0,0.0,0.0,2.7098702022456727E-59,0.0,0.0,0.0,2.5295398130789034E-150,0.0,0.0,0.0,0.0,0.0026858672997165144,0.0,0.0016290108975063908,0.0,0.0,1.4714033203305693E-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311277267606991E-72,0.0,0.0,0.0,0.00528857385114966,0.0,1.457189892384421E-136,0.0,0.0,1.3031679026059009E-121,0.0,0.0,1.195438271890147E-55,0.0,6.192558056085986E-291,0.0,
