"",STEP,WINSIZE,WINDIFF,PK,ACURACY,PRECISION,RECALL,F1
3,15,0.608848,0.490284,0.515143,0.487278,0.884644,0.610754
6,30,0.476342,0.418076,0.604058,0.541578,0.761150,0.620038
