Algoritmo,NSEGRATE,WINDIFF,PK,ACURACY,PRECISION,RECALL,F1,AVR_SEGS_COUNT
MinCut,0.750,0.576296,0.476872,0.525615,0.499228,0.762118,0.582033,22.500000
MinCut,0.500,0.447082,0.390552,0.617312,0.602877,0.617989,0.584654,15.000000
MinCut,0.750,0.452904,0.435796,0.599996,0.875000,0.151864,0.256014,3.000000
MinCut,0.500,0.510187,0.455690,0.551078,0.529905,0.531037,0.505877,15.000000
MinCut,0.500,0.510187,0.455690,0.551078,0.529905,0.531037,0.505877,15.000000
MinCut,0.500,0.525391,0.467421,0.543249,0.520982,0.517749,0.495144,15.000000
MinCut,0.500,0.510187,0.455690,0.551078,0.529905,0.531037,0.505877,15.000000
