#Terms:342
#Topics:10
cancelamento,3.397553121415023E-240,1.0253519329107204E-56,0.0,0.0,0.0036760620471137768,0.0,3.4027057741912525E-25,0.00411298220209631,2.7200320777362038E-59,0.0,
ficou,0.0028322180150161793,3.980980435485018E-43,0.0,5.5706490050367835E-6,2.5987715442176402E-228,0.0034822836951917007,0.0,0.004506031392177152,1.4170493640808015E-9,0.0,
setembro,0.0031314709838517686,0.0,7.837437753275375E-54,0.0,0.0,0.0,0.0,0.0,0.003969210628062218,0.0,
allan,0.0,0.0,0.011846557924505924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
avaliaã,9.792874515638062E-87,2.482545749952843E-49,0.0,0.0,0.02573243433122063,9.843550427499965E-31,0.0,4.8560479554334174E-52,2.7388057657198236E-98,0.0,
complete,0.0,0.008498924643841173,0.0,0.0,0.0,0.0,0.0,1.1526638819061555E-30,0.0,0.0,
alexandre,0.0,0.005032447258131361,1.3147141016195657E-63,0.009721931977378216,0.03699270230015042,0.018015168017265996,3.627750707899997E-59,3.999987616940466E-17,1.5955180010555218E-49,0.024854878731890566,
johannes,0.0,3.5468028645080365E-35,0.004318152349078416,0.0,0.0,5.312346250930538E-10,1.6589836248907583E-71,0.0,0.0,0.03918306654043354,
vieira,0.0,2.441541314257486E-84,2.2878925218843895E-26,0.025338286884417822,2.3441281349523207E-264,1.1515098922307579E-46,0.0,0.0,6.034927884976672E-51,0.0,
deverã,4.509534869465652E-259,4.656628258036625E-74,0.0,0.0,2.969477708228694E-30,0.0033457837875954825,1.984690139807936E-44,0.008392400878407893,0.0,0.0,
vigã,0.0,7.767325571715171E-15,0.0,0.0,0.0,0.0,0.0,0.012338946605598497,0.0,0.0,
fachini,3.1774247648098467E-264,0.0,1.0318324316280751E-51,0.012669143346877122,8.298404076828274E-11,0.0,0.0,0.0,0.0,0.0,
viii,0.006612489360589717,1.3263749225691097E-71,0.004537148845961141,0.0,4.813851711629866E-10,0.0,1.596550499529735E-8,0.004281501260687905,0.010710588329600144,9.114769260407226E-67,
tel,3.1246282849743168E-9,9.855944678991231E-43,1.1464658652854937E-229,3.455484181758747E-212,2.5569539186929635E-43,1.0063623081510853E-63,0.03248974427946002,1.2711984345203906E-37,4.3850849237513545E-198,0.002097007196411244,
participaã,0.0,0.012748510518407771,1.7519134525959861E-19,7.97590020906638E-6,0.011021081420937434,5.2178772948773126E-8,7.385629185845591E-27,0.0,1.1822567930790373E-21,8.216056315146976E-77,
vir,0.0,5.187585603152251E-149,0.0,0.0,0.007352124094634465,7.791318602363315E-66,0.0,0.0,8.33864569241822E-120,0.0,
terã,8.400216912443933E-129,0.008498916248909751,2.487046826091176E-230,0.0,0.0036760620463430742,0.0,0.0,1.1727451649170768E-213,7.842338221561533E-9,0.0,
aberta,0.0031314709838517235,0.0,0.0,0.0,1.855799064915918E-40,0.0034868845113954876,0.0,3.259132397385451E-26,0.0,0.0,
acadã,4.343755768510277E-24,6.224017483609074E-74,0.0,0.0,0.0,0.0,1.056305890062145E-40,0.016451928807474685,0.0,0.0,
teoria,0.0,0.008498924643841173,9.289723548190231E-210,0.004223047814069637,0.0,2.353426071233788E-205,0.0,0.0,0.0,5.556481797749601E-27,
laboratã,0.01565735491706249,0.0,0.0,0.0,0.0,0.0,1.6917579477454385E-12,0.0,0.0,0.0,
colpani,0.0,0.0,0.0039376217491308135,1.2010728150055632E-5,0.0,0.0,0.0,0.004112982201843114,0.0,0.0,
sistema,5.643277661675285E-208,0.0,0.0,4.440251344676172E-52,0.01102818613664151,1.653101270750652E-31,0.002412039602098708,9.369316840617549E-234,6.783295625656048E-12,0.0,
passa,0.0,1.2427689772819976E-57,0.0,1.232820079401932E-18,2.1842002835655873E-13,0.006973769022583693,5.221659146938224E-31,0.0,1.338778226018976E-23,5.006075683668032E-60,
aluno,9.579934092241436E-73,1.9804065371340666E-53,0.03791139197541579,0.03127096437338386,2.904646805078717E-4,6.786395809617555E-54,6.017032132954133E-7,0.03464741157596098,0.08133459536040023,1.0785174974270273E-109,
exame,0.0,0.0,0.005853809975359702,0.01485496003116402,2.956782173621131E-42,2.8789620307489675E-288,0.0,0.004112982201868671,1.2684802285155401E-279,0.0,
calendã,0.00791085952192633,2.51040741368528E-75,8.247186126853923E-305,0.0,0.0,0.0,3.777053438319675E-42,0.02251346134975872,1.2857308525090398E-55,0.0,
elizeu,3.6534520181566938E-258,0.0,5.6890350754711454E-120,0.008005879139696019,3.831979170063035E-4,0.0,0.0,0.0,0.0,0.0,
reuniã,0.05323500672548004,2.0972493590863194E-54,3.907059564768427E-80,2.992167876656046E-210,0.03327051750646608,0.020096166856396105,2.7554915777134813E-28,4.042830916202483E-60,1.2186307908282642E-64,0.02842297992533646,
pnpd,0.0,0.0,1.3722662615769552E-143,0.0,0.0,0.0,0.0,0.015152254069892611,0.0012542438863681388,0.0,
homem,0.0,0.013395230810036133,0.02309203015166939,3.0959877866890986E-30,7.794066661728783E-293,1.0649341346020926E-53,0.0,0.0,0.0,3.304325474608462E-30,
novembro,0.0031314709838517686,0.0,1.2220632623251211E-236,0.004223047814068064,4.1605666301450784E-26,0.0034868845113967353,0.0,7.89153477880065E-103,0.0,0.0,
hora,0.016518415984998033,1.2952333069636533E-55,0.0,2.338384759634092E-106,2.594692282782392E-19,0.0,0.008984919504487408,0.0,0.0,0.0,
resultado,6.61686083697589E-39,1.1160545437037203E-145,1.3619818911503582E-299,1.3616996539119839E-161,0.0,0.0,0.0,5.731039500988411E-38,0.01587684251224887,0.0,
